id,date,store_nbr,family,sales,onpromotion
3956,2013-01-03,2.0,PREPARED FOODS,92.043,0.0
3989,2013-01-03,20.0,PREPARED FOODS,0.0,0.0
4022,2013-01-03,21.0,PREPARED FOODS,0.0,0.0
4055,2013-01-03,22.0,PREPARED FOODS,0.0,0.0
4088,2013-01-03,23.0,PREPARED FOODS,34.0,0.0
4121,2013-01-03,24.0,PREPARED FOODS,116.25,0.0
4154,2013-01-03,25.0,PREPARED FOODS,67.892,0.0
4187,2013-01-03,26.0,PREPARED FOODS,13.0,0.0
4220,2013-01-03,27.0,PREPARED FOODS,33.0,0.0
4253,2013-01-03,28.0,PREPARED FOODS,30.49,0.0
4286,2013-01-03,29.0,PREPARED FOODS,0.0,0.0
4319,2013-01-03,3.0,PREPARED FOODS,318.865,0.0
4352,2013-01-03,30.0,PREPARED FOODS,7.0,0.0
4385,2013-01-03,31.0,PREPARED FOODS,9.0,0.0
4418,2013-01-03,32.0,PREPARED FOODS,16.0,0.0
4451,2013-01-03,33.0,PREPARED FOODS,21.0,0.0
4484,2013-01-03,34.0,PREPARED FOODS,30.0,0.0
4517,2013-01-03,35.0,PREPARED FOODS,6.0,0.0
4550,2013-01-03,36.0,PREPARED FOODS,0.0,0.0
4583,2013-01-03,37.0,PREPARED FOODS,178.325,0.0
4616,2013-01-03,38.0,PREPARED FOODS,113.507,0.0
4649,2013-01-03,39.0,PREPARED FOODS,56.0,0.0
4682,2013-01-03,4.0,PREPARED FOODS,76.254,0.0
4715,2013-01-03,40.0,PREPARED FOODS,20.0,0.0
4748,2013-01-03,41.0,PREPARED FOODS,53.363,0.0
4781,2013-01-03,42.0,PREPARED FOODS,0.0,0.0
4814,2013-01-03,43.0,PREPARED FOODS,9.0,0.0
4847,2013-01-03,44.0,PREPARED FOODS,444.6,0.0
4880,2013-01-03,45.0,PREPARED FOODS,183.123,0.0
4913,2013-01-03,46.0,PREPARED FOODS,122.55,0.0
4946,2013-01-03,47.0,PREPARED FOODS,123.712,0.0
4979,2013-01-03,48.0,PREPARED FOODS,114.864,0.0
5012,2013-01-03,49.0,PREPARED FOODS,182.594,0.0
5045,2013-01-03,5.0,PREPARED FOODS,122.0,0.0
5078,2013-01-03,50.0,PREPARED FOODS,156.97,0.0
5111,2013-01-03,51.0,PREPARED FOODS,123.921005,0.0
5144,2013-01-03,52.0,PREPARED FOODS,0.0,0.0
5177,2013-01-03,53.0,PREPARED FOODS,0.0,0.0
5210,2013-01-03,54.0,PREPARED FOODS,1.0,0.0
5243,2013-01-03,6.0,PREPARED FOODS,71.441,0.0
5276,2013-01-03,7.0,PREPARED FOODS,116.0,0.0
5309,2013-01-03,8.0,PREPARED FOODS,153.624,0.0
5342,2013-01-03,9.0,PREPARED FOODS,66.0,0.0
5375,2013-01-04,1.0,PREPARED FOODS,67.0,0.0
5408,2013-01-04,10.0,PREPARED FOODS,4.0,0.0
5441,2013-01-04,11.0,PREPARED FOODS,22.0,0.0
5474,2013-01-04,12.0,PREPARED FOODS,13.0,0.0
5507,2013-01-04,13.0,PREPARED FOODS,19.0,0.0
5540,2013-01-04,14.0,PREPARED FOODS,35.0,0.0
5573,2013-01-04,15.0,PREPARED FOODS,29.0,0.0
5606,2013-01-04,16.0,PREPARED FOODS,8.0,0.0
5639,2013-01-04,17.0,PREPARED FOODS,21.0,0.0
5672,2013-01-04,18.0,PREPARED FOODS,17.0,0.0
5705,2013-01-04,19.0,PREPARED FOODS,23.0,0.0
5738,2013-01-04,2.0,PREPARED FOODS,78.303,0.0
5771,2013-01-04,20.0,PREPARED FOODS,0.0,0.0
5804,2013-01-04,21.0,PREPARED FOODS,0.0,0.0
5837,2013-01-04,22.0,PREPARED FOODS,0.0,0.0
5870,2013-01-04,23.0,PREPARED FOODS,61.0,0.0
5903,2013-01-04,24.0,PREPARED FOODS,116.019,0.0
5936,2013-01-04,25.0,PREPARED FOODS,75.65,0.0
5969,2013-01-04,26.0,PREPARED FOODS,26.0,0.0
6002,2013-01-04,27.0,PREPARED FOODS,44.364,0.0
6035,2013-01-04,28.0,PREPARED FOODS,30.508,0.0
6068,2013-01-04,29.0,PREPARED FOODS,0.0,0.0
6101,2013-01-04,3.0,PREPARED FOODS,378.637,0.0
6134,2013-01-04,30.0,PREPARED FOODS,9.0,0.0
6167,2013-01-04,31.0,PREPARED FOODS,3.0,0.0
6200,2013-01-04,32.0,PREPARED FOODS,11.0,0.0
6233,2013-01-04,33.0,PREPARED FOODS,41.0,0.0
6266,2013-01-04,34.0,PREPARED FOODS,32.0,0.0
6299,2013-01-04,35.0,PREPARED FOODS,4.0,0.0
6332,2013-01-04,36.0,PREPARED FOODS,0.0,0.0
6365,2013-01-04,37.0,PREPARED FOODS,190.54001,0.0
6398,2013-01-04,38.0,PREPARED FOODS,137.239,0.0
6431,2013-01-04,39.0,PREPARED FOODS,32.0,0.0
6464,2013-01-04,4.0,PREPARED FOODS,102.307,0.0
6497,2013-01-04,40.0,PREPARED FOODS,18.0,0.0
6530,2013-01-04,41.0,PREPARED FOODS,49.544,0.0
6563,2013-01-04,42.0,PREPARED FOODS,0.0,0.0
6596,2013-01-04,43.0,PREPARED FOODS,49.0,0.0
6629,2013-01-04,44.0,PREPARED FOODS,534.318,0.0
6662,2013-01-04,45.0,PREPARED FOODS,295.91998,0.0
6695,2013-01-04,46.0,PREPARED FOODS,164.802,0.0
6728,2013-01-04,47.0,PREPARED FOODS,356.241,0.0
6761,2013-01-04,48.0,PREPARED FOODS,147.239,0.0
6794,2013-01-04,49.0,PREPARED FOODS,209.419,0.0
6827,2013-01-04,5.0,PREPARED FOODS,87.0,0.0
6860,2013-01-04,50.0,PREPARED FOODS,147.385,0.0
6893,2013-01-04,51.0,PREPARED FOODS,163.634,0.0
6926,2013-01-04,52.0,PREPARED FOODS,0.0,0.0
6959,2013-01-04,53.0,PREPARED FOODS,0.0,0.0
6992,2013-01-04,54.0,PREPARED FOODS,38.0,0.0
7025,2013-01-04,6.0,PREPARED FOODS,157.768,0.0
7058,2013-01-04,7.0,PREPARED FOODS,129.0,0.0
7091,2013-01-04,8.0,PREPARED FOODS,238.129,0.0
7124,2013-01-04,9.0,PREPARED FOODS,57.0,0.0
7157,2013-01-05,1.0,PREPARED FOODS,66.0,0.0
7190,2013-01-05,10.0,PREPARED FOODS,3.0,0.0
7223,2013-01-05,11.0,PREPARED FOODS,35.0,0.0
7256,2013-01-05,12.0,PREPARED FOODS,23.0,0.0
7289,2013-01-05,13.0,PREPARED FOODS,18.0,0.0
7322,2013-01-05,14.0,PREPARED FOODS,48.0,0.0
7355,2013-01-05,15.0,PREPARED FOODS,28.0,0.0
7388,2013-01-05,16.0,PREPARED FOODS,3.0,0.0
7421,2013-01-05,17.0,PREPARED FOODS,38.0,0.0
7454,2013-01-05,18.0,PREPARED FOODS,58.0,0.0
7487,2013-01-05,19.0,PREPARED FOODS,32.0,0.0
7520,2013-01-05,2.0,PREPARED FOODS,82.112,0.0
7553,2013-01-05,20.0,PREPARED FOODS,0.0,0.0
7586,2013-01-05,21.0,PREPARED FOODS,0.0,0.0
7619,2013-01-05,22.0,PREPARED FOODS,0.0,0.0
7652,2013-01-05,23.0,PREPARED FOODS,65.0,0.0
7685,2013-01-05,24.0,PREPARED FOODS,175.776,0.0
7718,2013-01-05,25.0,PREPARED FOODS,88.561005,0.0
7751,2013-01-05,26.0,PREPARED FOODS,31.0,0.0
7784,2013-01-05,27.0,PREPARED FOODS,95.369995,0.0
7817,2013-01-05,28.0,PREPARED FOODS,60.542,0.0
7850,2013-01-05,29.0,PREPARED FOODS,0.0,0.0
7883,2013-01-05,3.0,PREPARED FOODS,394.327,0.0
7916,2013-01-05,30.0,PREPARED FOODS,16.0,0.0
7949,2013-01-05,31.0,PREPARED FOODS,16.0,0.0
7982,2013-01-05,32.0,PREPARED FOODS,24.0,0.0
8015,2013-01-05,33.0,PREPARED FOODS,52.0,0.0
8048,2013-01-05,34.0,PREPARED FOODS,42.0,0.0
8081,2013-01-05,35.0,PREPARED FOODS,31.0,0.0
8114,2013-01-05,36.0,PREPARED FOODS,0.0,0.0
8147,2013-01-05,37.0,PREPARED FOODS,277.714,0.0
8180,2013-01-05,38.0,PREPARED FOODS,143.832,0.0
8213,2013-01-05,39.0,PREPARED FOODS,81.0,0.0
8246,2013-01-05,4.0,PREPARED FOODS,131.093,0.0
8279,2013-01-05,40.0,PREPARED FOODS,45.0,0.0
8312,2013-01-05,41.0,PREPARED FOODS,66.516,0.0
8345,2013-01-05,42.0,PREPARED FOODS,0.0,0.0
8378,2013-01-05,43.0,PREPARED FOODS,20.0,0.0
8411,2013-01-05,44.0,PREPARED FOODS,736.026,0.0
8444,2013-01-05,45.0,PREPARED FOODS,341.774,0.0
8477,2013-01-05,46.0,PREPARED FOODS,297.099,0.0
8510,2013-01-05,47.0,PREPARED FOODS,330.996,0.0
8543,2013-01-05,48.0,PREPARED FOODS,218.101,0.0
8576,2013-01-05,49.0,PREPARED FOODS,278.363,0.0
8609,2013-01-05,5.0,PREPARED FOODS,80.0,0.0
8642,2013-01-05,50.0,PREPARED FOODS,280.224,0.0
8675,2013-01-05,51.0,PREPARED FOODS,219.774,0.0
8708,2013-01-05,52.0,PREPARED FOODS,0.0,0.0
8741,2013-01-05,53.0,PREPARED FOODS,0.0,0.0
8774,2013-01-05,54.0,PREPARED FOODS,32.0,0.0
8807,2013-01-05,6.0,PREPARED FOODS,175.267,0.0
8840,2013-01-05,7.0,PREPARED FOODS,139.0,0.0
8873,2013-01-05,8.0,PREPARED FOODS,326.60602,0.0
8906,2013-01-05,9.0,PREPARED FOODS,84.0,0.0
8939,2013-01-06,1.0,PREPARED FOODS,25.0,0.0
8972,2013-01-06,10.0,PREPARED FOODS,10.0,0.0
9005,2013-01-06,11.0,PREPARED FOODS,45.0,0.0
9038,2013-01-06,12.0,PREPARED FOODS,30.0,0.0
9071,2013-01-06,13.0,PREPARED FOODS,16.0,0.0
9104,2013-01-06,14.0,PREPARED FOODS,36.0,0.0
9137,2013-01-06,15.0,PREPARED FOODS,19.0,0.0
9170,2013-01-06,16.0,PREPARED FOODS,61.0,0.0
9203,2013-01-06,17.0,PREPARED FOODS,38.0,0.0
9236,2013-01-06,18.0,PREPARED FOODS,64.0,0.0
9269,2013-01-06,19.0,PREPARED FOODS,41.0,0.0
9302,2013-01-06,2.0,PREPARED FOODS,119.359,0.0
9335,2013-01-06,20.0,PREPARED FOODS,0.0,0.0
9368,2013-01-06,21.0,PREPARED FOODS,0.0,0.0
9401,2013-01-06,22.0,PREPARED FOODS,0.0,0.0
9434,2013-01-06,23.0,PREPARED FOODS,51.0,0.0
9467,2013-01-06,24.0,PREPARED FOODS,149.712,0.0
9500,2013-01-06,25.0,PREPARED FOODS,42.918,0.0
9533,2013-01-06,26.0,PREPARED FOODS,28.0,0.0
9566,2013-01-06,27.0,PREPARED FOODS,138.849,0.0
9599,2013-01-06,28.0,PREPARED FOODS,75.127,0.0
9632,2013-01-06,29.0,PREPARED FOODS,0.0,0.0
9665,2013-01-06,3.0,PREPARED FOODS,462.779,0.0
9698,2013-01-06,30.0,PREPARED FOODS,31.0,0.0
9731,2013-01-06,31.0,PREPARED FOODS,53.0,0.0
9764,2013-01-06,32.0,PREPARED FOODS,23.0,0.0
9797,2013-01-06,33.0,PREPARED FOODS,61.0,0.0
9830,2013-01-06,34.0,PREPARED FOODS,54.0,0.0
9863,2013-01-06,35.0,PREPARED FOODS,13.0,0.0
9896,2013-01-06,36.0,PREPARED FOODS,0.0,0.0
9929,2013-01-06,37.0,PREPARED FOODS,189.299,0.0
9962,2013-01-06,38.0,PREPARED FOODS,226.927,0.0
9995,2013-01-06,39.0,PREPARED FOODS,47.0,0.0
10028,2013-01-06,4.0,PREPARED FOODS,144.254,0.0
10061,2013-01-06,40.0,PREPARED FOODS,20.0,0.0
10094,2013-01-06,41.0,PREPARED FOODS,108.525,0.0
10127,2013-01-06,42.0,PREPARED FOODS,0.0,0.0
10160,2013-01-06,43.0,PREPARED FOODS,43.0,0.0
10193,2013-01-06,44.0,PREPARED FOODS,800.997,0.0
10226,2013-01-06,45.0,PREPARED FOODS,298.05402,0.0
10259,2013-01-06,46.0,PREPARED FOODS,362.327,0.0
10292,2013-01-06,47.0,PREPARED FOODS,343.93298,0.0
10325,2013-01-06,48.0,PREPARED FOODS,258.729,0.0
10358,2013-01-06,49.0,PREPARED FOODS,323.05,0.0
10391,2013-01-06,5.0,PREPARED FOODS,147.0,0.0
10424,2013-01-06,50.0,PREPARED FOODS,248.79599,0.0
10457,2013-01-06,51.0,PREPARED FOODS,192.267,0.0
10490,2013-01-06,52.0,PREPARED FOODS,0.0,0.0
10523,2013-01-06,53.0,PREPARED FOODS,0.0,0.0
10556,2013-01-06,54.0,PREPARED FOODS,58.0,0.0
10589,2013-01-06,6.0,PREPARED FOODS,212.269,0.0
10622,2013-01-06,7.0,PREPARED FOODS,150.0,0.0
10655,2013-01-06,8.0,PREPARED FOODS,289.544,0.0
10688,2013-01-06,9.0,PREPARED FOODS,82.0,0.0
10721,2013-01-07,1.0,PREPARED FOODS,48.0,0.0
10754,2013-01-07,10.0,PREPARED FOODS,15.0,0.0
10787,2013-01-07,11.0,PREPARED FOODS,15.0,0.0
10820,2013-01-07,12.0,PREPARED FOODS,17.0,0.0
10853,2013-01-07,13.0,PREPARED FOODS,16.0,0.0
10886,2013-01-07,14.0,PREPARED FOODS,62.0,0.0
10919,2013-01-07,15.0,PREPARED FOODS,19.0,0.0
10952,2013-01-07,16.0,PREPARED FOODS,42.0,0.0
10985,2013-01-07,17.0,PREPARED FOODS,50.0,0.0
11018,2013-01-07,18.0,PREPARED FOODS,47.0,0.0
11051,2013-01-07,19.0,PREPARED FOODS,11.0,0.0
11084,2013-01-07,2.0,PREPARED FOODS,46.316,0.0
11117,2013-01-07,20.0,PREPARED FOODS,0.0,0.0
11150,2013-01-07,21.0,PREPARED FOODS,0.0,0.0
11183,2013-01-07,22.0,PREPARED FOODS,0.0,0.0
11216,2013-01-07,23.0,PREPARED FOODS,42.0,0.0
11249,2013-01-07,24.0,PREPARED FOODS,104.85,0.0
11282,2013-01-07,25.0,PREPARED FOODS,20.953,0.0
11315,2013-01-07,26.0,PREPARED FOODS,12.0,0.0
11348,2013-01-07,27.0,PREPARED FOODS,20.0,0.0
11381,2013-01-07,28.0,PREPARED FOODS,21.521,0.0
11414,2013-01-07,29.0,PREPARED FOODS,0.0,0.0
11447,2013-01-07,3.0,PREPARED FOODS,254.176,0.0
11480,2013-01-07,30.0,PREPARED FOODS,26.0,0.0
11513,2013-01-07,31.0,PREPARED FOODS,56.0,0.0
11546,2013-01-07,32.0,PREPARED FOODS,19.0,0.0
11579,2013-01-07,33.0,PREPARED FOODS,24.0,0.0
11612,2013-01-07,34.0,PREPARED FOODS,36.0,0.0
11645,2013-01-07,35.0,PREPARED FOODS,12.0,0.0
11678,2013-01-07,36.0,PREPARED FOODS,0.0,0.0
11711,2013-01-07,37.0,PREPARED FOODS,126.679,0.0
11744,2013-01-07,38.0,PREPARED FOODS,117.0,0.0
11777,2013-01-07,39.0,PREPARED FOODS,55.0,0.0
11810,2013-01-07,4.0,PREPARED FOODS,46.0,0.0
11843,2013-01-07,40.0,PREPARED FOODS,31.0,0.0
11876,2013-01-07,41.0,PREPARED FOODS,45.628,0.0
11909,2013-01-07,42.0,PREPARED FOODS,0.0,0.0
11942,2013-01-07,43.0,PREPARED FOODS,30.0,0.0
11975,2013-01-07,44.0,PREPARED FOODS,428.161,0.0
12008,2013-01-07,45.0,PREPARED FOODS,168.082,0.0
12041,2013-01-07,46.0,PREPARED FOODS,156.802,0.0
12074,2013-01-07,47.0,PREPARED FOODS,233.419,0.0
12107,2013-01-07,48.0,PREPARED FOODS,107.75,0.0
12140,2013-01-07,49.0,PREPARED FOODS,173.411,0.0
12173,2013-01-07,5.0,PREPARED FOODS,83.0,0.0
12206,2013-01-07,50.0,PREPARED FOODS,166.50299,0.0
12239,2013-01-07,51.0,PREPARED FOODS,116.176,0.0
12272,2013-01-07,52.0,PREPARED FOODS,0.0,0.0
12305,2013-01-07,53.0,PREPARED FOODS,0.0,0.0
12338,2013-01-07,54.0,PREPARED FOODS,15.0,0.0
12371,2013-01-07,6.0,PREPARED FOODS,105.191,0.0
12404,2013-01-07,7.0,PREPARED FOODS,169.0,0.0
12437,2013-01-07,8.0,PREPARED FOODS,197.144,0.0
12470,2013-01-07,9.0,PREPARED FOODS,31.0,0.0
12503,2013-01-08,1.0,PREPARED FOODS,40.0,0.0
12536,2013-01-08,10.0,PREPARED FOODS,9.0,0.0
12569,2013-01-08,11.0,PREPARED FOODS,11.0,0.0
12602,2013-01-08,12.0,PREPARED FOODS,28.0,0.0
12635,2013-01-08,13.0,PREPARED FOODS,25.0,0.0
12668,2013-01-08,14.0,PREPARED FOODS,51.0,0.0
12701,2013-01-08,15.0,PREPARED FOODS,16.0,0.0
12734,2013-01-08,16.0,PREPARED FOODS,20.0,0.0
12767,2013-01-08,17.0,PREPARED FOODS,34.0,0.0
12800,2013-01-08,18.0,PREPARED FOODS,38.0,0.0
12833,2013-01-08,19.0,PREPARED FOODS,44.0,0.0
12866,2013-01-08,2.0,PREPARED FOODS,71.665,0.0
12899,2013-01-08,20.0,PREPARED FOODS,0.0,0.0
12932,2013-01-08,21.0,PREPARED FOODS,0.0,0.0
12965,2013-01-08,22.0,PREPARED FOODS,0.0,0.0
12998,2013-01-08,23.0,PREPARED FOODS,35.0,0.0
13031,2013-01-08,24.0,PREPARED FOODS,108.32,0.0
13064,2013-01-08,25.0,PREPARED FOODS,31.923,0.0
13097,2013-01-08,26.0,PREPARED FOODS,25.0,0.0
13130,2013-01-08,27.0,PREPARED FOODS,49.135002,0.0
13163,2013-01-08,28.0,PREPARED FOODS,40.217,0.0
13196,2013-01-08,29.0,PREPARED FOODS,0.0,0.0
13229,2013-01-08,3.0,PREPARED FOODS,256.757,0.0
13262,2013-01-08,30.0,PREPARED FOODS,19.0,0.0
13295,2013-01-08,31.0,PREPARED FOODS,35.0,0.0
13328,2013-01-08,32.0,PREPARED FOODS,16.0,0.0
13361,2013-01-08,33.0,PREPARED FOODS,32.0,0.0
13394,2013-01-08,34.0,PREPARED FOODS,39.0,0.0
13427,2013-01-08,35.0,PREPARED FOODS,9.0,0.0
13460,2013-01-08,36.0,PREPARED FOODS,0.0,0.0
13493,2013-01-08,37.0,PREPARED FOODS,113.331,0.0
13526,2013-01-08,38.0,PREPARED FOODS,120.675,0.0
13559,2013-01-08,39.0,PREPARED FOODS,40.0,0.0
13592,2013-01-08,4.0,PREPARED FOODS,83.46,0.0
13625,2013-01-08,40.0,PREPARED FOODS,23.0,0.0
13658,2013-01-08,41.0,PREPARED FOODS,51.495003,0.0
13691,2013-01-08,42.0,PREPARED FOODS,0.0,0.0
13724,2013-01-08,43.0,PREPARED FOODS,38.0,0.0
13757,2013-01-08,44.0,PREPARED FOODS,381.57,0.0
13790,2013-01-08,45.0,PREPARED FOODS,219.72,0.0
13823,2013-01-08,46.0,PREPARED FOODS,145.17801,0.0
13856,2013-01-08,47.0,PREPARED FOODS,183.351,0.0
13889,2013-01-08,48.0,PREPARED FOODS,91.837,0.0
13922,2013-01-08,49.0,PREPARED FOODS,170.548,0.0
13955,2013-01-08,5.0,PREPARED FOODS,86.0,0.0
13988,2013-01-08,50.0,PREPARED FOODS,126.553,0.0
14021,2013-01-08,51.0,PREPARED FOODS,112.839005,0.0
14054,2013-01-08,52.0,PREPARED FOODS,0.0,0.0
14087,2013-01-08,53.0,PREPARED FOODS,0.0,0.0
14120,2013-01-08,54.0,PREPARED FOODS,45.0,0.0
14153,2013-01-08,6.0,PREPARED FOODS,126.293,0.0
14186,2013-01-08,7.0,PREPARED FOODS,124.0,0.0
14219,2013-01-08,8.0,PREPARED FOODS,163.103,0.0
14252,2013-01-08,9.0,PREPARED FOODS,26.0,0.0
14285,2013-01-09,1.0,PREPARED FOODS,53.0,0.0
14318,2013-01-09,10.0,PREPARED FOODS,8.0,0.0
14351,2013-01-09,11.0,PREPARED FOODS,10.0,0.0
14384,2013-01-09,12.0,PREPARED FOODS,20.0,0.0
