id,date,store_nbr,family,sales,onpromotion
1100,2013-01-01,4.0,FROZEN FOODS,0.0,0.0
1133,2013-01-01,40.0,FROZEN FOODS,0.0,0.0
1166,2013-01-01,41.0,FROZEN FOODS,0.0,0.0
1199,2013-01-01,42.0,FROZEN FOODS,0.0,0.0
1232,2013-01-01,43.0,FROZEN FOODS,0.0,0.0
1265,2013-01-01,44.0,FROZEN FOODS,0.0,0.0
1298,2013-01-01,45.0,FROZEN FOODS,0.0,0.0
1331,2013-01-01,46.0,FROZEN FOODS,0.0,0.0
1364,2013-01-01,47.0,FROZEN FOODS,0.0,0.0
1397,2013-01-01,48.0,FROZEN FOODS,0.0,0.0
1430,2013-01-01,49.0,FROZEN FOODS,0.0,0.0
1463,2013-01-01,5.0,FROZEN FOODS,0.0,0.0
1496,2013-01-01,50.0,FROZEN FOODS,0.0,0.0
1529,2013-01-01,51.0,FROZEN FOODS,0.0,0.0
1562,2013-01-01,52.0,FROZEN FOODS,0.0,0.0
1595,2013-01-01,53.0,FROZEN FOODS,0.0,0.0
1628,2013-01-01,54.0,FROZEN FOODS,0.0,0.0
1661,2013-01-01,6.0,FROZEN FOODS,0.0,0.0
1694,2013-01-01,7.0,FROZEN FOODS,0.0,0.0
1727,2013-01-01,8.0,FROZEN FOODS,0.0,0.0
1760,2013-01-01,9.0,FROZEN FOODS,0.0,0.0
1793,2013-01-02,1.0,FROZEN FOODS,131.0,0.0
1826,2013-01-02,10.0,FROZEN FOODS,41.164,0.0
1859,2013-01-02,11.0,FROZEN FOODS,57.771,0.0
1892,2013-01-02,12.0,FROZEN FOODS,14.0,0.0
1925,2013-01-02,13.0,FROZEN FOODS,28.541,0.0
1958,2013-01-02,14.0,FROZEN FOODS,119.343,0.0
1991,2013-01-02,15.0,FROZEN FOODS,33.0,0.0
2024,2013-01-02,16.0,FROZEN FOODS,29.0,0.0
2057,2013-01-02,17.0,FROZEN FOODS,48.516,0.0
2090,2013-01-02,18.0,FROZEN FOODS,93.764,0.0
2123,2013-01-02,19.0,FROZEN FOODS,13.0,0.0
2156,2013-01-02,2.0,FROZEN FOODS,111.1,0.0
2189,2013-01-02,20.0,FROZEN FOODS,0.0,0.0
2222,2013-01-02,21.0,FROZEN FOODS,0.0,0.0
2255,2013-01-02,22.0,FROZEN FOODS,0.0,0.0
2288,2013-01-02,23.0,FROZEN FOODS,98.882,0.0
2321,2013-01-02,24.0,FROZEN FOODS,135.005,0.0
2354,2013-01-02,25.0,FROZEN FOODS,80.861,0.0
2387,2013-01-02,26.0,FROZEN FOODS,51.581,0.0
2420,2013-01-02,27.0,FROZEN FOODS,57.0,0.0
2453,2013-01-02,28.0,FROZEN FOODS,47.268,0.0
2486,2013-01-02,29.0,FROZEN FOODS,0.0,0.0
2519,2013-01-02,3.0,FROZEN FOODS,490.391,0.0
2552,2013-01-02,30.0,FROZEN FOODS,19.22,0.0
2585,2013-01-02,31.0,FROZEN FOODS,19.255,0.0
2618,2013-01-02,32.0,FROZEN FOODS,13.575,0.0
2651,2013-01-02,33.0,FROZEN FOODS,33.0,0.0
2684,2013-01-02,34.0,FROZEN FOODS,24.826,0.0
2717,2013-01-02,35.0,FROZEN FOODS,5.0,0.0
2750,2013-01-02,36.0,FROZEN FOODS,0.0,0.0
2783,2013-01-02,37.0,FROZEN FOODS,231.434,0.0
2816,2013-01-02,38.0,FROZEN FOODS,180.752,0.0
2849,2013-01-02,39.0,FROZEN FOODS,34.211,0.0
2882,2013-01-02,4.0,FROZEN FOODS,146.132,0.0
2915,2013-01-02,40.0,FROZEN FOODS,12.0,0.0
2948,2013-01-02,41.0,FROZEN FOODS,94.539,0.0
2981,2013-01-02,42.0,FROZEN FOODS,0.0,0.0
3014,2013-01-02,43.0,FROZEN FOODS,13.0,0.0
3047,2013-01-02,44.0,FROZEN FOODS,778.704,0.0
3080,2013-01-02,45.0,FROZEN FOODS,600.702,0.0
3113,2013-01-02,46.0,FROZEN FOODS,553.936,0.0
3146,2013-01-02,47.0,FROZEN FOODS,522.605,0.0
3179,2013-01-02,48.0,FROZEN FOODS,266.595,0.0
3212,2013-01-02,49.0,FROZEN FOODS,328.577,0.0
3245,2013-01-02,5.0,FROZEN FOODS,187.168,0.0
3278,2013-01-02,50.0,FROZEN FOODS,211.172,0.0
3311,2013-01-02,51.0,FROZEN FOODS,235.036,0.0
3344,2013-01-02,52.0,FROZEN FOODS,0.0,0.0
3377,2013-01-02,53.0,FROZEN FOODS,0.0,0.0
3410,2013-01-02,54.0,FROZEN FOODS,10.0,0.0
3443,2013-01-02,6.0,FROZEN FOODS,216.279,0.0
3476,2013-01-02,7.0,FROZEN FOODS,281.743,0.0
3509,2013-01-02,8.0,FROZEN FOODS,326.195,0.0
3542,2013-01-02,9.0,FROZEN FOODS,88.545,0.0
3575,2013-01-03,1.0,FROZEN FOODS,87.044,0.0
3608,2013-01-03,10.0,FROZEN FOODS,14.47,0.0
3641,2013-01-03,11.0,FROZEN FOODS,40.714,0.0
3674,2013-01-03,12.0,FROZEN FOODS,26.916,0.0
3707,2013-01-03,13.0,FROZEN FOODS,15.989,0.0
3740,2013-01-03,14.0,FROZEN FOODS,53.68,0.0
3773,2013-01-03,15.0,FROZEN FOODS,32.159,0.0
3806,2013-01-03,16.0,FROZEN FOODS,15.0,0.0
3839,2013-01-03,17.0,FROZEN FOODS,26.0,0.0
3872,2013-01-03,18.0,FROZEN FOODS,47.325,0.0
3905,2013-01-03,19.0,FROZEN FOODS,17.0,0.0
3938,2013-01-03,2.0,FROZEN FOODS,59.265,0.0
3971,2013-01-03,20.0,FROZEN FOODS,0.0,0.0
4004,2013-01-03,21.0,FROZEN FOODS,0.0,0.0
4037,2013-01-03,22.0,FROZEN FOODS,0.0,0.0
4070,2013-01-03,23.0,FROZEN FOODS,76.59,0.0
4103,2013-01-03,24.0,FROZEN FOODS,142.324,0.0
4136,2013-01-03,25.0,FROZEN FOODS,40.0,0.0
4169,2013-01-03,26.0,FROZEN FOODS,32.816,0.0
4202,2013-01-03,27.0,FROZEN FOODS,38.202,0.0
4235,2013-01-03,28.0,FROZEN FOODS,28.834,0.0
4268,2013-01-03,29.0,FROZEN FOODS,0.0,0.0
4301,2013-01-03,3.0,FROZEN FOODS,326.191,0.0
4334,2013-01-03,30.0,FROZEN FOODS,98.514,0.0
4367,2013-01-03,31.0,FROZEN FOODS,20.479,0.0
4400,2013-01-03,32.0,FROZEN FOODS,10.344999,0.0
4433,2013-01-03,33.0,FROZEN FOODS,18.0,0.0
4466,2013-01-03,34.0,FROZEN FOODS,23.0,0.0
4499,2013-01-03,35.0,FROZEN FOODS,26.125,0.0
4532,2013-01-03,36.0,FROZEN FOODS,0.0,0.0
4565,2013-01-03,37.0,FROZEN FOODS,262.145,0.0
4598,2013-01-03,38.0,FROZEN FOODS,169.033,0.0
4631,2013-01-03,39.0,FROZEN FOODS,53.444,0.0
4664,2013-01-03,4.0,FROZEN FOODS,139.623,0.0
4697,2013-01-03,40.0,FROZEN FOODS,25.502,0.0
4730,2013-01-03,41.0,FROZEN FOODS,72.76,0.0
4763,2013-01-03,42.0,FROZEN FOODS,0.0,0.0
4796,2013-01-03,43.0,FROZEN FOODS,19.0,0.0
4829,2013-01-03,44.0,FROZEN FOODS,384.741,0.0
4862,2013-01-03,45.0,FROZEN FOODS,320.474,0.0
4895,2013-01-03,46.0,FROZEN FOODS,222.019,0.0
4928,2013-01-03,47.0,FROZEN FOODS,341.0,0.0
4961,2013-01-03,48.0,FROZEN FOODS,238.113,0.0
4994,2013-01-03,49.0,FROZEN FOODS,176.0,0.0
5027,2013-01-03,5.0,FROZEN FOODS,117.994,0.0
5060,2013-01-03,50.0,FROZEN FOODS,154.938,0.0
5093,2013-01-03,51.0,FROZEN FOODS,188.72101,0.0
5126,2013-01-03,52.0,FROZEN FOODS,0.0,0.0
5159,2013-01-03,53.0,FROZEN FOODS,0.0,0.0
5192,2013-01-03,54.0,FROZEN FOODS,3.0,0.0
5225,2013-01-03,6.0,FROZEN FOODS,155.893,0.0
5258,2013-01-03,7.0,FROZEN FOODS,172.673,0.0
5291,2013-01-03,8.0,FROZEN FOODS,181.477,0.0
5324,2013-01-03,9.0,FROZEN FOODS,45.273,0.0
5357,2013-01-04,1.0,FROZEN FOODS,65.0,0.0
5390,2013-01-04,10.0,FROZEN FOODS,10.691,0.0
5423,2013-01-04,11.0,FROZEN FOODS,53.899002,0.0
5456,2013-01-04,12.0,FROZEN FOODS,40.382,0.0
5489,2013-01-04,13.0,FROZEN FOODS,6.0,0.0
5522,2013-01-04,14.0,FROZEN FOODS,71.691,0.0
5555,2013-01-04,15.0,FROZEN FOODS,10.0,0.0
5588,2013-01-04,16.0,FROZEN FOODS,11.0,0.0
5621,2013-01-04,17.0,FROZEN FOODS,23.0,0.0
5654,2013-01-04,18.0,FROZEN FOODS,58.437,0.0
5687,2013-01-04,19.0,FROZEN FOODS,11.0,0.0
5720,2013-01-04,2.0,FROZEN FOODS,75.62,0.0
5753,2013-01-04,20.0,FROZEN FOODS,0.0,0.0
5786,2013-01-04,21.0,FROZEN FOODS,0.0,0.0
5819,2013-01-04,22.0,FROZEN FOODS,0.0,0.0
5852,2013-01-04,23.0,FROZEN FOODS,59.764,0.0
5885,2013-01-04,24.0,FROZEN FOODS,93.772,0.0
5918,2013-01-04,25.0,FROZEN FOODS,64.318,0.0
5951,2013-01-04,26.0,FROZEN FOODS,33.591,0.0
5984,2013-01-04,27.0,FROZEN FOODS,48.416,0.0
6017,2013-01-04,28.0,FROZEN FOODS,73.858,0.0
6050,2013-01-04,29.0,FROZEN FOODS,0.0,0.0
6083,2013-01-04,3.0,FROZEN FOODS,274.515,0.0
6116,2013-01-04,30.0,FROZEN FOODS,8.0,0.0
6149,2013-01-04,31.0,FROZEN FOODS,18.582,0.0
6182,2013-01-04,32.0,FROZEN FOODS,26.334,0.0
6215,2013-01-04,33.0,FROZEN FOODS,15.0,0.0
6248,2013-01-04,34.0,FROZEN FOODS,24.366001,0.0
6281,2013-01-04,35.0,FROZEN FOODS,22.359001,0.0
6314,2013-01-04,36.0,FROZEN FOODS,0.0,0.0
6347,2013-01-04,37.0,FROZEN FOODS,154.411,0.0
6380,2013-01-04,38.0,FROZEN FOODS,196.518,0.0
6413,2013-01-04,39.0,FROZEN FOODS,37.92,0.0
6446,2013-01-04,4.0,FROZEN FOODS,126.086,0.0
6479,2013-01-04,40.0,FROZEN FOODS,23.646,0.0
6512,2013-01-04,41.0,FROZEN FOODS,74.626,0.0
6545,2013-01-04,42.0,FROZEN FOODS,0.0,0.0
6578,2013-01-04,43.0,FROZEN FOODS,6.0,0.0
6611,2013-01-04,44.0,FROZEN FOODS,387.549,0.0
6644,2013-01-04,45.0,FROZEN FOODS,381.57,0.0
6677,2013-01-04,46.0,FROZEN FOODS,251.841,0.0
6710,2013-01-04,47.0,FROZEN FOODS,274.918,0.0
6743,2013-01-04,48.0,FROZEN FOODS,236.255,0.0
6776,2013-01-04,49.0,FROZEN FOODS,202.0,0.0
6809,2013-01-04,5.0,FROZEN FOODS,121.182,0.0
6842,2013-01-04,50.0,FROZEN FOODS,123.473,0.0
6875,2013-01-04,51.0,FROZEN FOODS,194.894,0.0
6908,2013-01-04,52.0,FROZEN FOODS,0.0,0.0
6941,2013-01-04,53.0,FROZEN FOODS,0.0,0.0
6974,2013-01-04,54.0,FROZEN FOODS,4.0,0.0
7007,2013-01-04,6.0,FROZEN FOODS,184.62,0.0
7040,2013-01-04,7.0,FROZEN FOODS,152.17,0.0
7073,2013-01-04,8.0,FROZEN FOODS,189.176,0.0
7106,2013-01-04,9.0,FROZEN FOODS,3.4840002,0.0
7139,2013-01-05,1.0,FROZEN FOODS,70.0,0.0
7172,2013-01-05,10.0,FROZEN FOODS,13.891,0.0
7205,2013-01-05,11.0,FROZEN FOODS,42.841,0.0
7238,2013-01-05,12.0,FROZEN FOODS,49.782,0.0
7271,2013-01-05,13.0,FROZEN FOODS,13.291,0.0
7304,2013-01-05,14.0,FROZEN FOODS,36.084,0.0
7337,2013-01-05,15.0,FROZEN FOODS,18.0,0.0
7370,2013-01-05,16.0,FROZEN FOODS,18.0,0.0
7403,2013-01-05,17.0,FROZEN FOODS,35.0,0.0
7436,2013-01-05,18.0,FROZEN FOODS,44.0,0.0
7469,2013-01-05,19.0,FROZEN FOODS,22.0,0.0
7502,2013-01-05,2.0,FROZEN FOODS,120.491,0.0
7535,2013-01-05,20.0,FROZEN FOODS,0.0,0.0
7568,2013-01-05,21.0,FROZEN FOODS,0.0,0.0
7601,2013-01-05,22.0,FROZEN FOODS,0.0,0.0
7634,2013-01-05,23.0,FROZEN FOODS,94.909,0.0
7667,2013-01-05,24.0,FROZEN FOODS,157.472,0.0
7700,2013-01-05,25.0,FROZEN FOODS,41.995,0.0
7733,2013-01-05,26.0,FROZEN FOODS,17.0,0.0
7766,2013-01-05,27.0,FROZEN FOODS,57.598,0.0
7799,2013-01-05,28.0,FROZEN FOODS,41.738,0.0
7832,2013-01-05,29.0,FROZEN FOODS,0.0,0.0
7865,2013-01-05,3.0,FROZEN FOODS,372.455,0.0
7898,2013-01-05,30.0,FROZEN FOODS,7.0,0.0
7931,2013-01-05,31.0,FROZEN FOODS,20.764,0.0
7964,2013-01-05,32.0,FROZEN FOODS,2.0,0.0
7997,2013-01-05,33.0,FROZEN FOODS,36.376,0.0
8030,2013-01-05,34.0,FROZEN FOODS,24.0,0.0
8063,2013-01-05,35.0,FROZEN FOODS,8.0,0.0
8096,2013-01-05,36.0,FROZEN FOODS,0.0,0.0
8129,2013-01-05,37.0,FROZEN FOODS,196.229,0.0
8162,2013-01-05,38.0,FROZEN FOODS,198.712,0.0
8195,2013-01-05,39.0,FROZEN FOODS,56.0,0.0
8228,2013-01-05,4.0,FROZEN FOODS,131.384,0.0
8261,2013-01-05,40.0,FROZEN FOODS,20.844,0.0
8294,2013-01-05,41.0,FROZEN FOODS,58.806,0.0
8327,2013-01-05,42.0,FROZEN FOODS,0.0,0.0
8360,2013-01-05,43.0,FROZEN FOODS,23.485,0.0
8393,2013-01-05,44.0,FROZEN FOODS,564.298,0.0
8426,2013-01-05,45.0,FROZEN FOODS,480.81,0.0
8459,2013-01-05,46.0,FROZEN FOODS,402.424,0.0
8492,2013-01-05,47.0,FROZEN FOODS,437.174,0.0
8525,2013-01-05,48.0,FROZEN FOODS,326.172,0.0
8558,2013-01-05,49.0,FROZEN FOODS,237.607,0.0
8591,2013-01-05,5.0,FROZEN FOODS,162.91,0.0
8624,2013-01-05,50.0,FROZEN FOODS,150.0,0.0
8657,2013-01-05,51.0,FROZEN FOODS,250.791,0.0
8690,2013-01-05,52.0,FROZEN FOODS,0.0,0.0
8723,2013-01-05,53.0,FROZEN FOODS,0.0,0.0
8756,2013-01-05,54.0,FROZEN FOODS,7.0,0.0
8789,2013-01-05,6.0,FROZEN FOODS,238.58301,0.0
8822,2013-01-05,7.0,FROZEN FOODS,157.929,0.0
8855,2013-01-05,8.0,FROZEN FOODS,223.486,0.0
8888,2013-01-05,9.0,FROZEN FOODS,92.274,0.0
8921,2013-01-06,1.0,FROZEN FOODS,32.73,0.0
8954,2013-01-06,10.0,FROZEN FOODS,27.125,0.0
8987,2013-01-06,11.0,FROZEN FOODS,50.0,0.0
9020,2013-01-06,12.0,FROZEN FOODS,42.298,0.0
9053,2013-01-06,13.0,FROZEN FOODS,15.0,0.0
9086,2013-01-06,14.0,FROZEN FOODS,29.805,0.0
9119,2013-01-06,15.0,FROZEN FOODS,21.0,0.0
9152,2013-01-06,16.0,FROZEN FOODS,19.0,0.0
9185,2013-01-06,17.0,FROZEN FOODS,44.309,0.0
9218,2013-01-06,18.0,FROZEN FOODS,56.904,0.0
9251,2013-01-06,19.0,FROZEN FOODS,14.0,0.0
9284,2013-01-06,2.0,FROZEN FOODS,132.916,0.0
9317,2013-01-06,20.0,FROZEN FOODS,0.0,0.0
9350,2013-01-06,21.0,FROZEN FOODS,0.0,0.0
9383,2013-01-06,22.0,FROZEN FOODS,0.0,0.0
9416,2013-01-06,23.0,FROZEN FOODS,77.615,0.0
9449,2013-01-06,24.0,FROZEN FOODS,117.281,0.0
9482,2013-01-06,25.0,FROZEN FOODS,29.328,0.0
9515,2013-01-06,26.0,FROZEN FOODS,33.905,0.0
9548,2013-01-06,27.0,FROZEN FOODS,71.709,0.0
9581,2013-01-06,28.0,FROZEN FOODS,24.234,0.0
9614,2013-01-06,29.0,FROZEN FOODS,0.0,0.0
9647,2013-01-06,3.0,FROZEN FOODS,435.0,0.0
9680,2013-01-06,30.0,FROZEN FOODS,2.0,0.0
9713,2013-01-06,31.0,FROZEN FOODS,2.0,0.0
9746,2013-01-06,32.0,FROZEN FOODS,15.8220005,0.0
9779,2013-01-06,33.0,FROZEN FOODS,34.495,0.0
9812,2013-01-06,34.0,FROZEN FOODS,15.434999,0.0
9845,2013-01-06,35.0,FROZEN FOODS,3.0,0.0
9878,2013-01-06,36.0,FROZEN FOODS,0.0,0.0
9911,2013-01-06,37.0,FROZEN FOODS,162.405,0.0
9944,2013-01-06,38.0,FROZEN FOODS,165.739,0.0
9977,2013-01-06,39.0,FROZEN FOODS,45.891,0.0
10010,2013-01-06,4.0,FROZEN FOODS,159.761,0.0
10043,2013-01-06,40.0,FROZEN FOODS,9.1970005,0.0
10076,2013-01-06,41.0,FROZEN FOODS,83.827,0.0
10109,2013-01-06,42.0,FROZEN FOODS,0.0,0.0
10142,2013-01-06,43.0,FROZEN FOODS,9.0,0.0
10175,2013-01-06,44.0,FROZEN FOODS,688.754,0.0
10208,2013-01-06,45.0,FROZEN FOODS,504.37,0.0
10241,2013-01-06,46.0,FROZEN FOODS,536.707,0.0
10274,2013-01-06,47.0,FROZEN FOODS,502.179,0.0
10307,2013-01-06,48.0,FROZEN FOODS,356.97202,0.0
10340,2013-01-06,49.0,FROZEN FOODS,309.0,0.0
10373,2013-01-06,5.0,FROZEN FOODS,139.702,0.0
10406,2013-01-06,50.0,FROZEN FOODS,164.0,0.0
10439,2013-01-06,51.0,FROZEN FOODS,200.13899,0.0
10472,2013-01-06,52.0,FROZEN FOODS,0.0,0.0
10505,2013-01-06,53.0,FROZEN FOODS,0.0,0.0
10538,2013-01-06,54.0,FROZEN FOODS,5.0,0.0
10571,2013-01-06,6.0,FROZEN FOODS,270.098,0.0
10604,2013-01-06,7.0,FROZEN FOODS,136.0,0.0
10637,2013-01-06,8.0,FROZEN FOODS,213.232,0.0
10670,2013-01-06,9.0,FROZEN FOODS,105.998,0.0
10703,2013-01-07,1.0,FROZEN FOODS,95.0,0.0
10736,2013-01-07,10.0,FROZEN FOODS,15.741,0.0
10769,2013-01-07,11.0,FROZEN FOODS,43.366,0.0
10802,2013-01-07,12.0,FROZEN FOODS,19.0,0.0
10835,2013-01-07,13.0,FROZEN FOODS,15.459,0.0
10868,2013-01-07,14.0,FROZEN FOODS,24.675,0.0
10901,2013-01-07,15.0,FROZEN FOODS,29.209,0.0
10934,2013-01-07,16.0,FROZEN FOODS,11.227,0.0
10967,2013-01-07,17.0,FROZEN FOODS,43.0,0.0
11000,2013-01-07,18.0,FROZEN FOODS,40.0,0.0
11033,2013-01-07,19.0,FROZEN FOODS,11.0,0.0
11066,2013-01-07,2.0,FROZEN FOODS,79.0,0.0
11099,2013-01-07,20.0,FROZEN FOODS,0.0,0.0
11132,2013-01-07,21.0,FROZEN FOODS,0.0,0.0
11165,2013-01-07,22.0,FROZEN FOODS,0.0,0.0
11198,2013-01-07,23.0,FROZEN FOODS,57.73,0.0
11231,2013-01-07,24.0,FROZEN FOODS,97.879,0.0
11264,2013-01-07,25.0,FROZEN FOODS,17.0,0.0
11297,2013-01-07,26.0,FROZEN FOODS,26.423,0.0
11330,2013-01-07,27.0,FROZEN FOODS,41.0,0.0
11363,2013-01-07,28.0,FROZEN FOODS,53.002,0.0
11396,2013-01-07,29.0,FROZEN FOODS,0.0,0.0
11429,2013-01-07,3.0,FROZEN FOODS,274.562,0.0
11462,2013-01-07,30.0,FROZEN FOODS,20.246,0.0
11495,2013-01-07,31.0,FROZEN FOODS,12.37,0.0
11528,2013-01-07,32.0,FROZEN FOODS,3.0,0.0
11561,2013-01-07,33.0,FROZEN FOODS,22.587,0.0
11594,2013-01-07,34.0,FROZEN FOODS,36.805,0.0
11627,2013-01-07,35.0,FROZEN FOODS,6.0,0.0
11660,2013-01-07,36.0,FROZEN FOODS,0.0,0.0
11693,2013-01-07,37.0,FROZEN FOODS,151.468,0.0
11726,2013-01-07,38.0,FROZEN FOODS,122.0,0.0
11759,2013-01-07,39.0,FROZEN FOODS,21.0,0.0
11792,2013-01-07,4.0,FROZEN FOODS,60.785,0.0
11825,2013-01-07,40.0,FROZEN FOODS,1.0,0.0
11858,2013-01-07,41.0,FROZEN FOODS,58.304,0.0
11891,2013-01-07,42.0,FROZEN FOODS,0.0,0.0
11924,2013-01-07,43.0,FROZEN FOODS,14.0,0.0
11957,2013-01-07,44.0,FROZEN FOODS,328.65,0.0
11990,2013-01-07,45.0,FROZEN FOODS,343.08,0.0
12023,2013-01-07,46.0,FROZEN FOODS,244.851,0.0
12056,2013-01-07,47.0,FROZEN FOODS,204.693,0.0
12089,2013-01-07,48.0,FROZEN FOODS,193.157,0.0
12122,2013-01-07,49.0,FROZEN FOODS,183.0,0.0
12155,2013-01-07,5.0,FROZEN FOODS,121.755,0.0
12188,2013-01-07,50.0,FROZEN FOODS,88.0,0.0
12221,2013-01-07,51.0,FROZEN FOODS,184.253,0.0
12254,2013-01-07,52.0,FROZEN FOODS,0.0,0.0
12287,2013-01-07,53.0,FROZEN FOODS,0.0,0.0
12320,2013-01-07,54.0,FROZEN FOODS,1.0,0.0
12353,2013-01-07,6.0,FROZEN FOODS,106.179,0.0
12386,2013-01-07,7.0,FROZEN FOODS,159.911,0.0
12419,2013-01-07,8.0,FROZEN FOODS,126.255,0.0
12452,2013-01-07,9.0,FROZEN FOODS,15.0,0.0
12485,2013-01-08,1.0,FROZEN FOODS,84.0,0.0
12518,2013-01-08,10.0,FROZEN FOODS,12.5,0.0
12551,2013-01-08,11.0,FROZEN FOODS,36.075,0.0
12584,2013-01-08,12.0,FROZEN FOODS,26.0,0.0
12617,2013-01-08,13.0,FROZEN FOODS,16.85,0.0
12650,2013-01-08,14.0,FROZEN FOODS,22.0,0.0
12683,2013-01-08,15.0,FROZEN FOODS,16.0,0.0
12716,2013-01-08,16.0,FROZEN FOODS,12.0,0.0
12749,2013-01-08,17.0,FROZEN FOODS,24.0,0.0
12782,2013-01-08,18.0,FROZEN FOODS,37.0,0.0
12815,2013-01-08,19.0,FROZEN FOODS,20.0,0.0
12848,2013-01-08,2.0,FROZEN FOODS,77.0,0.0
12881,2013-01-08,20.0,FROZEN FOODS,0.0,0.0
12914,2013-01-08,21.0,FROZEN FOODS,0.0,0.0
12947,2013-01-08,22.0,FROZEN FOODS,0.0,0.0
12980,2013-01-08,23.0,FROZEN FOODS,65.899,0.0
13013,2013-01-08,24.0,FROZEN FOODS,108.869995,0.0
13046,2013-01-08,25.0,FROZEN FOODS,71.876,0.0
13079,2013-01-08,26.0,FROZEN FOODS,17.328,0.0
13112,2013-01-08,27.0,FROZEN FOODS,35.0,0.0
13145,2013-01-08,28.0,FROZEN FOODS,48.552,0.0
13178,2013-01-08,29.0,FROZEN FOODS,0.0,0.0
13211,2013-01-08,3.0,FROZEN FOODS,206.784,0.0
13244,2013-01-08,30.0,FROZEN FOODS,12.0,0.0
13277,2013-01-08,31.0,FROZEN FOODS,1.0,0.0
13310,2013-01-08,32.0,FROZEN FOODS,7.0,0.0
13343,2013-01-08,33.0,FROZEN FOODS,30.15,0.0
13376,2013-01-08,34.0,FROZEN FOODS,13.358,0.0
13409,2013-01-08,35.0,FROZEN FOODS,11.152,0.0
13442,2013-01-08,36.0,FROZEN FOODS,0.0,0.0
13475,2013-01-08,37.0,FROZEN FOODS,116.973,0.0
13508,2013-01-08,38.0,FROZEN FOODS,99.57,0.0
13541,2013-01-08,39.0,FROZEN FOODS,39.27,0.0
13574,2013-01-08,4.0,FROZEN FOODS,54.465,0.0
13607,2013-01-08,40.0,FROZEN FOODS,14.604,0.0
13640,2013-01-08,41.0,FROZEN FOODS,95.35,0.0
13673,2013-01-08,42.0,FROZEN FOODS,0.0,0.0
13706,2013-01-08,43.0,FROZEN FOODS,16.359001,0.0
13739,2013-01-08,44.0,FROZEN FOODS,374.66,0.0
13772,2013-01-08,45.0,FROZEN FOODS,282.76,0.0
13805,2013-01-08,46.0,FROZEN FOODS,156.44,0.0
13838,2013-01-08,47.0,FROZEN FOODS,190.0,0.0
13871,2013-01-08,48.0,FROZEN FOODS,151.281,0.0
13904,2013-01-08,49.0,FROZEN FOODS,132.789,0.0
13937,2013-01-08,5.0,FROZEN FOODS,80.059,0.0
13970,2013-01-08,50.0,FROZEN FOODS,128.886,0.0
14003,2013-01-08,51.0,FROZEN FOODS,136.879,0.0
14036,2013-01-08,52.0,FROZEN FOODS,0.0,0.0
14069,2013-01-08,53.0,FROZEN FOODS,0.0,0.0
14102,2013-01-08,54.0,FROZEN FOODS,2.0,0.0
14135,2013-01-08,6.0,FROZEN FOODS,100.0,0.0
14168,2013-01-08,7.0,FROZEN FOODS,130.573,0.0
14201,2013-01-08,8.0,FROZEN FOODS,126.284,0.0
14234,2013-01-08,9.0,FROZEN FOODS,43.15,0.0
14267,2013-01-09,1.0,FROZEN FOODS,86.0,0.0
14300,2013-01-09,10.0,FROZEN FOODS,17.529999,0.0
14333,2013-01-09,11.0,FROZEN FOODS,16.0,0.0
14366,2013-01-09,12.0,FROZEN FOODS,7.0,0.0
